gender_exclusive,gender_inclusive,difficulty,origin
La literatura y la poesía de los catalanes han dejado una huella duradera en la historia,La literatura y la poesía catalana han dejado una huella duradera en la historia,culturas,GPT-3.5_fewshot
Los titiriteros entretuvieron al público con sus marionetas.,Artistas de los títeres entretuvieron al público con sus marionetas.,plurales,GPT-3.5_CaDi
Los jefes Santiago García y Juan Martínez organizaron eventos de integración para el personal,Los jefes Santiago García y Juan Martínez organizaron eventos de integración para el personal,nombres_propios,GPT-3.5_fewshot
El presidente supervisó la implementación de reformas,La presidencia supervisó la implementación de reformas,plural_neutro,GPT-3.5_fewshot
Todos los empleados deben asistir a la reunión de hoy.,Cualquier persona empleada debe asistir a la reunión de hoy.,persona_generica,GPT-3.5_fewshot
Se contó con la presencia de unos quinientos participantes,Se contó con la presencia de quinientos participantes,dificultades_variadas,neutral_es
Los bailarines interpretan con gracia y elegancia cada movimiento.,Los bailarines y las bailarinas interpretan con gracia y elegancia cada movimiento.,plural_complejo,GPT-3.5_fs_multiplication
Los holandeses son conocidos por sus tulipanes,Holanda es conocida por sus tulipanes.,culturas,GPT-3.5_fs_multiplication
Cada uno de los asistentes deberá solicitar que se expida el certificado correspondiente,Cada asistente deberá solicitar que se expida el certificado correspondiente,dificultades_variadas,neutral_es
Los financieros analizan los movimientos del mercado.,Las financieras y financieros analizan los movimientos del mercado.,plurales,GPT-3.5_CaDi
Todos los asistentes al curso recibirán un dossier explicativo,Cada asistente al curso recibirá un dossier explicativo,dificultades_variadas,neutral_es
Todos los ponentes al congreso contarán con un regalo,Cada ponente al congreso contará con un regalo,dificultades_variadas,neutral_es
Los intermediarios del acuerdo se ocuparán también de saber si la oficina tiene las deudas saldadas y si no hay problemas legales pendientes,El equipo intermediador del acuerdo se ocupará también de saber si la oficina tiene las deudas saldadas y si no hay problemas legales pendientes,dificultades_variadas,neutral_es
Aún no tenemos un estudio suficiente del motivo por el cual algunas tienen enfermedades degenerativas,Aún no tenemos un estudio suficiente del motivo por el cual ciertas personas tienen enfermedades degenerativas,dificultades_variadas,neutral_es
los que expongan deberán llegar con media hora de antelación,quienes expongan deberán llegar con media hora de antelación,dificultades_variadas,neutral_es
No es exagerado decir que carga con una larga historia de mala fama entre los electores y la opinión pública,No es exagerado decir que carga con una larga historia de mala fama entre el electorado y la opinión pública,dificultades_variadas,neutral_es
Establecer un protocolo de acción para todos las profesoras de manera unívoca,Establecer un protocolo de acción para todo el profesorado de manera unívoca,dificultades_variadas,neutral_es
Los artistas expondrán sus obras en la galería.,Las y los artistas expondrán sus obras en la galería.,plurales,GPT-4_human
"A pesar de su juventud,  la mujer de Alejandro era muy buena maestra","A pesar de su juventud,  la mujer de Alejandro era muy buena maestra",feminizar_profesiones,human_combinatory
Las tradiciones y festividades de las hindúes son llenas de color y alegría,Las tradiciones y festividades hindúes son llenas de color y alegría,culturas,GPT-3.5_fewshot
Llevarán a cabo su presentación distintos detectives de la localidad,Llevarán a cabo su presentación detectives diferentes de la localidad,parafrasis,GPT-3.5_fs_multiplication
Los trabajadores recibieron un aumento salarial.,La plantilla recibió un aumento salarial.,plurales,GPT-3.5_fs_multiplication
Se otorgará un bono adicional a los titulares de cuentas premium.,Se otorgará un bono adicional a cada titular de cuentas premium.,parafrasis,GPT-3.5_fs_multiplication
el autor de este texto es Oscar Wilde,la autoría de este texto es Oscar Wilde,dificultades_variadas,neutral_es
Los asesores ayudaron a resolver problemas de gestión,La asesoría ayudó a resolver problemas de gestión,plural_neutro,GPT-3.5_fewshot
Se convocará a los tutores por orden de entrega.,Se convocará al profesorado por orden de entrega.,dificultades_variadas,neutral_es
"Como consecuencia , la cuantía económica estipulada se repartirá a los candidatos seleccionados tras acabar la prueba","Como consecuencia , la cuantía económica estipulada se repartirá a las candidaturas seleccionadas tras acabar la prueba",dificultades_variadas,neutral_es
Los cineastas argentinos están ganando reconocimiento internacional por sus películas.,La comunidad cinematográfica argentina está ganando reconocimiento internacional por sus películas.,plural_complejo,GPT-3.5_fewshot
Se han incorporado al centro dos docentes para el nuevo curso. Los formadores Jordi y Alfonso serán los responsables de coordinar el departamento de Física.,Se han incorporado al centro dos docentes para el nuevo curso. Los profesores Jordi y Alfonso serán los responsables de coordinar el departamento de Física.,dificultades_variadas,neutral_es
"La de Madrid organizada por los directores del Campeonato de Europa de Atletismo , se celebrará el 25 de julio","La de Madrid organizada por el equipo directivo del Campeonato de Europa de Atletismo , se celebrará el 25 de julio",dificultades_variadas,neutral_es
"Estimado señor, le escribo para solicitar información adicional.","Apreciable señor, le escribo para solicitar información adicional.",plurales,GPT-3.5_CaDi
Disfruto seáis vosotros quienes me lea algo,Disfruto de que alguna persona me lea algo,dificultades_variadas,neutral_es
Disfruto de que seáis vosotros quienes me reciten algo,Disfruto de que me recitéis algo,dificultades_variadas,neutral_es
Los ciudadanos Juan Pérez y Miguel Torres ejercieron su derecho al voto,Los ciudadanos Juan Pérez y Miguel Torres ejercieron su derecho al voto,nombres_propios,GPT-3.5_fewshot
el autor de este texto es Rosalía de Castro,la autoría de este texto es Rosalía de Castro,dificultades_variadas,neutral_es
Es crucial cubrir las carencias que presenta el promotor contratando personal con un perfil diferente para compensar los fallos,Es crucial cubrir las carencias que presenta el equipo promotor contratando personal con un perfil diferente para compensar los fallos,plural_complejo,neutral_es
"¿Cómo podemos esperar que la situación mejore si los encargados , las encargadas de juzgar , ejecutar y evaluar los programas apenas tiene en cuenta este aspecto?","¿Cómo podemos esperar que la situación mejore si el personal encargado de juzgar , ejecutar y evaluar los programas apenas tiene en cuenta este aspecto?",dificultades_variadas,neutral_es
Las organizadoras Sofía García y Juana Martínez aseguraron patrocinadores para el evento,Las organizadoras Sofía García y Juana Martínez aseguraron patrocinadores para el evento,nombres_propios,GPT-3.5_fewshot
Los secretarios programaron las reuniones del equipo,La secretaría programó las reuniones del equipo,plural_neutro,GPT-3.5_fewshot
"Siendo las 9.30 hs del 1 de febrero se reúnen los miembros del Consejo Directivo del SVAC, integrado por los Dras. XXX, XXX, XXX; en representación del personal de apoyo, XXXX; en representación de los becarios XXX, convocados por el Director del SVAC, y el Vicedirector, XXX para dar tratamiento a los siguientes temas:","Siendo las 9.30 hs del 1 de febrero se reúnen quienes conforman el Consejo Directivo del Instituto SVAC. En representación de las y los investigadores, las Dras. XXX, XXX, y los Dres. XX y XX; en representación del personal de apoyo, XXX; y en representación de las/los becarias/os XXX. Esta reunión fue convocada por la Dirección del Instituto SVAC, Dr./Dra. XXX y Dr./Dra. XXXXX para dar tratamiento a los siguientes temas:",dificultades_variadas,guia_CONICET
El consultor brindó asesoramiento sobre estrategias de marketing.,La consultoría brindó asesoramiento sobre estrategias de marketing.,plural_neutro,GPT-3.5_fewshot
Los estudiantes de la universidad organizarán un evento cultural.,Estudiantes de la universidad organizarán un evento cultural.,omision,GPT-3.5_fewshot
"Esta tarea crucial , en la que participaron todos los investigadores del departamento , ha arrojado varios resultados negativos","Esta tarea crucial , en la que participó todo el personal investigador del departamento , ha arrojado varios resultados negativos",dificultades_variadas,neutral_es
También requiere que las políticas se formulen con el colaborador de los líderes indígenas a fin de promover la integración y no la asimilación,También requiere que las políticas se formulen en colaboración con los líderes indígenas a fin de promover la integración y no la asimilación,dificultades_variadas,neutral_es
Los interesados deben cumplir con los requisitos establecidos.,Las personas interesadas deben cumplir con los requisitos establecidos.,persona_generica,guia_CONICET
Los desempleados pueden experimentar estrés financiero y emocional,Las personas en situación de desempleo pueden experimentar estrés financiero y emocional.,terminologia,GPT-3.5_fewshot
el autor de este texto es William Shakespeare,la autoría de este texto es William Shakespeare,dificultades_variadas,neutral_es
el día de tu boda tienes que contar con la familia,el día de tu boda tienes que contar con la familia,no_cambia,neutral_es
"Además , cada asignatura tiene su propia aula virtual con materiales complementarios , actividades , herramientas de auto-evaluación , foros y chats , para que la estudiante pueda comunicarse con el equipo docente , los/las tutores/as y los/las compañeros/as.","Además , cada asignatura tiene su propia aula virtual con materiales complementarios , actividades , herramientas de auto-evaluación , foros y chats , para que el alumnado pueda comunicarse con el equipo docente , los/las tutores/as y los/las compañeros/as.",dificultades_variadas,neutral_es
Es importante solventar los problemas que tiene el promotor añadiendo personal con un perfil diferente para compensar los errores pasados,Es importante solventar los problemas que tiene el equipo promotor añadiendo personal con un perfil diferente para compensar los errores pasados,plural_complejo,neutral_es
Los docentes Fernando y Javier impartirán la asignatura de Dibujo Técnico.,Los docentes Fernando y Javier impartirán la asignatura de Dibujo Técnico.,no_cambia,neutral_es
Los docentes Alejandro y Manuel impartirán la asignatura de Educación Física.,Los docentes Alejandro y Manuel impartirán la asignatura de Educación Física.,no_cambia,neutral_es
"los que no tengan coche , tendrán que coger autobús","quienes no tengan coche , tendrán que coger autobús",dificultades_variadas,neutral_es
la prima de mi cuñado Juan era una conductor de autobús estupenda,la prima de mi cuñado Juan era una conductora de autobús estupenda,feminizar_profesiones,human_combinatory
Los asistentes ayudan en tareas administrativas.,Las personas asistentes ayudan en tareas administrativas.,plurales,GPT-3.5_CaDi
Los colombianos son reconocidos por su alegría y fiesta.,La población colombiana es reconocida por su alegría y fiesta.,culturas,GPT-3.5_fewshot
"Esto significa que si uno de los padres tiene el TD o el gen del TD , existe una probabilidad del 50 por ciento de que transmita el gen en cada embarazo a su hijo","Esto significa que si uno de los padres tiene el TD o el gen del TD , existe una probabilidad del 50 por ciento de que transmita el gen en cada embarazo a su hijo o hija",no_cambia,neutral_es
Los conductores de autobuses están llevando a los estudiantes al colegio.,Las y los conductores de autobuses están llevando a los estudiantes al colegio.,plural_complejo,GPT-3.5_fs_multiplication
Los reporteros informan sobre los acontecimientos del día.,El equipo de reporteros informa sobre los acontecimientos del día.,plural_complejo,GPT-3.5_fs_multiplication
Se convocará a los maestros por orden de entrega.,Se convocará al profesorado por orden de entrega.,dificultades_variadas,neutral_es
"“La protección de los derechos de autor, de
imagen y de protección laboral que corresponde
a los creadores, artistas e intérpretes”","“La protección de los derechos de autor y autora, de
imagen y de protección laboral que corresponde a
aquellas personas creadoras, artistas e intérpretes",dificultades_variadas,guia_CL
Las ministras Wei Chen y Hiroshi Tanaka se reunieron para discutir presupuesto,Las ministras Wei Chen y Hiroshi Tanaka se reunieron para discutir presupuesto,nombres_propios,GPT-3.5_fewshot
"Entre los años 2000 y 2006 , el número de suscritos del servicio básico de telefonía fija creció al 5% promedio anual.","Entre los años 2000 y 2006 , el número de personas suscritas del servicio básico de telefonía fija creció al 5% promedio anual.",dificultades_variadas,neutral_es
La gobernadora Gómez implementó políticas de desarrollo económico.,La gobernadora Gómez implementó políticas de desarrollo económico.,nombres_propios,GPT-3.5_fewshot
Los empleados de la biblioteca están organizando un evento de lectura para niños.,El personal de la biblioteca está organizando un evento de lectura para niños.,omision,GPT-3.5_fewshot
Aún no existe información suficiente de por qué algunos tienen enfermedades crónicas,Aún no existe información suficiente de por qué ciertas personas tienen enfermedades crónicas,dificultades_variadas,neutral_es
Los vigilantes garantizaron la seguridad en el evento.,El personal de vigilancia garantizó la seguridad en el evento.,plurales,GPT-3.5_CaDi
Estamos buscando un médico para unirse a nuestro equipo de atención médica.,Estamos buscando un médico o médica para unirse a nuestro equipo de atención médica.,plural_complejo,GPT-3.5_fewshot
Mientras esté ingresado no debe tomar vitaminas que no le sean suministradas por los especialistas de nuestro centro,Mientras esté ingresado no debe tomar vitaminas que no le sean suministradas por el personal experto de nuestro centro,dificultades_variadas,neutral_es
Los bomberos luchan contra el fuego en el edificio.,El personal de bomberos lucha contra el fuego en el edificio.,plural_complejo,GPT-3.5_fs_multiplication
el cuñado de mi hermano Miguel trabaja de artista plástico y se une a grupos de música o coros para cantar y hacer música.,el cuñado de mi hermano Miguel trabaja de artista plástico y se une a grupos de música o coros para cantar y hacer música.,feminizar_profesiones,human_combinatory
Los científicos discutirán los resultados de su investigación,Habrá una discusión de los resultados de la investigación,omision,GPT-3.5_fewshot
50 ucranianos muertos,50 personas muertas en Ucrania,plural_neutro,human
Los padres son modelos a seguir para sus hijos.,La familia es fundamental en la educación y crianza de los hijos.,terminologia,GPT-3.5_fs_multiplication
"Según han denunciado muchos expertos, el cambio climático es una amenaza global.","Según ha denunciado multitud de especialistas, el cambio climático es una amenaza global.",parafrasis,GPT-3.5_fewshot
Los padres deben estar presentes en la vida de sus hijos para brindar apoyo y orientación.,Las madres y los padres deben estar presentes en la vida de sus hijos para brindar apoyo y orientación.,terminologia,GPT-3.5_fewshot
Los pobladores disfrutaron de la tranquilidad del pueblo.,La población disfrutó de la tranquilidad del pueblo.,plurales,GPT-3.5_CaDi
Desde muy temprano  el padre de mi primo Luis era un investigador bastante malo,Desde muy temprano  el padre de mi primo Luis era un investigador bastante malo,feminizar_profesiones,human_combinatory
El reglamento se dirige a los profesionales e investigadores para diagnosticar y evaluar el papel e impacto de los telecentros comunitarios.,El reglamento se dirige al personal profesional investigador para diagnosticar y evaluar el papel e impacto de los telecentros comunitarios.,dificultades_variadas,neutral_es
Teatro para los jóvenes,Teatro juvenil,dificultades_variadas,neutral_es
El personal intermediador del acuerdo se ocupará también de saber si la clínica tiene las deudas saldadas,El personal intermediador del acuerdo se ocupará también de saber si la clínica tiene las deudas saldadas,no_cambia,neutral_es
Los acólitos asisten en ceremonias religiosas.,Acólitas y acólitos asisten en ceremonias religiosas.,plurales,GPT-3.5_CaDi
Los científicos presentaron sus descubrimientos.,El equipo científico presentó sus descubrimientos.,plurales,GPT-4_human
"De acuerdo con las informaciones anteriores , las alumnas se han quejado de la actitud de las profesoras por las notas. Los representantes estudiantiles son los alumnos Juanju y Javi.","De acuerdo con las informaciones anteriores , el alumnado se ha quejado de la actitud de el profesorado por las notas. Los representantes estudiantiles son los alumnos Juanju y Javi.",dificultades_variadas,neutral_es
Se contó con la presencia de unos veintitrés participantes,Se contó con la presencia de aproximadamente veintitrés participantes,dificultades_variadas,neutral_es
contacta con nosotras para conocer más promociones,ponte en contacto para conocer más promociones,dificultades_variadas,neutral_es
Las asesoras Sofía García y Juana Martínez ofrecieron recomendaciones para mejorar el rendimiento,Las asesoras Sofía García y Juana Martínez ofrecieron recomendaciones para mejorar el rendimiento,nombres_propios,GPT-3.5_fewshot
También necesita que las políticas se formulen con los colaboradores de los líderes indígenas para obtener resultados duraderos en el tiempo,También necesita que las políticas se formulen en colaboración con los líderes indígenas para obtener resultados duraderos en el tiempo,dificultades_variadas,neutral_es
La normativa está enfocada a los voluntarios y les explicaba sus deberes y obligaciones,La normativa está enfocada al voluntariado y les explicaba sus deberes y obligaciones,dificultades_variadas,neutral_es
También necesita que las políticas se formulen con los colaboradores de los líderes indígenas,También necesita que las políticas se formulen en colaboración con los líderes indígenas,dificultades_variadas,neutral_es
Se ruega a los pasajeros que mantengan despejadas las salidas de emergencia durante el vuelo.,Se ruega mantener despejadas las salidas de emergencia durante el vuelo.,omision,GPT-3.5_fewshot
Los miembros del jurado evaluarán las presentaciones de los concursantes.,Cada miembro del jurado evaluará las presentaciones de cada concursante.,parafrasis,GPT-3.5_fs_multiplication
Los pintores exponen sus obras en la galería de arte.,Las y los pintores exponen sus obras en la galería de arte.,plural_complejo,GPT-3.5_fewshot
Los invitados disfrutaron de una deliciosa cena preparada por el chef.,Las personas invitadas disfrutaron de una deliciosa cena preparada por el chef.,plurales,GPT-3.5_CaDi
El que suscribe,Quien suscribe,persona_generica,guia_CHRYSALLIS
Los hábitos y tradiciones de los mexicanos están arraigados en su historia,Los hábitos y tradiciones mexicanas están arraigados en su historia,culturas,GPT-3.5_fewshot
"Previamente , quienes aspiren deberán comunicar inmediatamente a la Comisión cualquier modificación sustancial de la ciudad.","Previamente , quienes aspiren deberán comunicar inmediatamente a la Comisión cualquier modificación sustancial de la ciudad.",no_cambia,neutral_es
Los docentes Alejandro y Manuel impartirán la asignatura de Lengua Castellana.,Los docentes Alejandro y Manuel impartirán la asignatura de Lengua Castellana.,no_cambia,neutral_es
"Desde la primera vez que pisó una obra, mi hermana era muy buena veterinario","Desde la primera vez que pisó una obra, mi hermana era muy buena veterinaria",feminizar_profesiones,human_combinatory
el primo de Andrés era un asesor financiero bastante malo y realiza viajes en bicicleta para descubrir nuevos lugares.,el primo de Andrés era un asesor financiero bastante malo y realiza viajes en bicicleta para descubrir nuevos lugares.,feminizar_profesiones,human_combinatory
El tiempo que esté aquí no debe tomar vitaminas que no le sean suministradas por el personal experto en este caso,El tiempo que esté aquí no debe tomar vitaminas que no le sean suministradas por el personal experto en este caso,no_cambia,neutral_es
Los gobernantes implementaron nuevas políticas para el desarrollo del país.,La clase gobernante implementó nuevas políticas para el desarrollo del país.,plurales,GPT-3.5_CaDi
Los músicos ensayan sus piezas antes del concierto.,Los músicos y las músicas ensayan sus piezas antes del concierto.,plural_complejo,GPT-3.5_fewshot
La empleada de limpieza está desinfectando las áreas comunes del hotel.,El personal de limpieza está manteniendo impecables los espacios comunes.,plural_complejo,GPT-3.5_fs_multiplication
Los ciudadanos contribuyeron al desarrollo de la comunidad,La ciudadanía contribuyó al desarrollo de la comunidad,plural_neutro,GPT-3.5_fewshot
"No obstante , quienes aspiren deberán comunicar inmediatamente a la Comisión cualquier modificación sustancial de su situación jurídica.","No obstante , quienes aspiren deberán comunicar inmediatamente a la Comisión cualquier modificación sustancial de su situación jurídica.",no_cambia,neutral_es
Las formadoras María y Carmen impartirán el temario de Lengua Castellana.,Las formadoras María y Carmen impartirán el temario de Lengua Castellana.,no_cambia,neutral_es
el autor de esta novela es Rosalía de Castro,la autoría de esta novela es Rosalía de Castro,dificultades_variadas,neutral_es
Participaron unos dos mil participantes,Participaron al rededor de dos mil participantes,dificultades_variadas,neutral_es
Los casos de corrupción fueron investigados por los senadores.,Los casos de corrupción fueron investigados por el Senado.,plural_neutro,GPT-3.5_fs_multiplication
ninguno dice nada,nadie dice nada,dificultades_variadas,neutral_es
"Como consecuencia , la cuantía económica estipulada se repartirá totalmente a los candidatos seleccionados tras acabar la prueba","Como consecuencia , la cuantía económica estipulada se repartirá totalmente a las candidaturas seleccionadas tras acabar la prueba",dificultades_variadas,neutral_es
No podrá ser declarado apto,No podrá aceptarse,parafrasis,guía_CCGG
la tía de mi cuñada Sofía está trabajando de mecánico,la tía de mi cuñada Sofía está trabajando de mecánica,feminizar_profesiones,human_combinatory
Se han incorporado al centro dos docentes para el nuevo curso. Los profesores Marcos y Ricardo serán los responsables de coordinar el departamento de Literatura.,Se han incorporado al centro dos docentes para el nuevo curso. Los profesores Marcos y Ricardo serán los responsables de coordinar el departamento de Literatura.,no_cambia,neutral_es
Los canadienses son respetuosos con el medio ambiente.,La población canadiense es respetuosa con el medio ambiente.,culturas,GPT-3.5_fewshot
Los hombres de negocios están buscando nuevas oportunidades en el mercado internacional.,Las mujeres y hombres de negocios están buscando nuevas oportunidades en el mercado internacional.,plural_complejo,GPT-3.5_fs_multiplication
Harán su actuación distintos artistas de la ciudad,Harán su actuación artistas diferentes de la ciudad,parafrasis,GPT-3.5_fs_multiplication
El respeto por el hombre es fundamental en cualquier sociedad.,El respeto por el ser humano es fundamental en cualquier sociedad.,plural_neutro,GPT-3.5_fs_multiplication
los abajo firmantes están conformes con lo estipulado en el contrato,quienes firman están conformes con lo estipulado en el contrato,dificultades_variadas,neutral_es
Establecer un protocolo de ación para todos los formadores de manera justa,Establecer un protocolo de acción para todo el profesorado de manera justa,dificultades_variadas,neutral_es
Es fundamental que cada ciudadano cumpla con sus obligaciones tributarias.,Es fundamental que cada ciudadano o ciudadana cumpla con sus obligaciones tributarias.,persona_generica,GPT-3.5_fewshot
Los pobres tienen dificultades para acceder a la atención médica.,Las personas en situación de pobreza tienen dificultades para acceder a la atención médica.,terminologia,GPT-3.5_fewshot
Los abogados defienden los derechos de sus clientes.,El personal jurídico defiende los derechos de sus clientes.,plural_complejo,GPT-3.5_fewshot
Las mujeres de la limpieza están manteniendo impecable la oficina.,El personal de limpieza está manteniendo impecables los espacios comunes.,plural_complejo,GPT-3.5_fs_multiplication
Los consejeros Li Wang y Miguel Torres gestionaron los recursos financieros,Los consejeros Li Wang y Miguel Torres gestionaron los recursos financieros,nombres_propios,GPT-3.5_fewshot
Los gitanos son conocidos por su música y baile flamenco.,El pueblo gitano es conocido por su música y baile flamenco.,terminologia,GPT-3.5_fewshot
Los invitados que no estén registrados no podrán ingresar al evento,Los invitados que no se registren no podrán ingresar al evento,parafrasis,GPT-3.5_fewshot
Asistieron unos dos mil participantes,Asistieron dos mil participantes,dificultades_variadas,neutral_es
los alumnos han presentado una queja a los profesores por las notas. Los representantes estudiantiles son los alumnos Juanju y Javi.,el alumnado ha presentado una queja al profesorado por las notas. Los representantes estudiantiles son los alumnos Juanju y Javi.,dificultades_variadas,neutral_es
Literatura para niñas,Literatura infantil,dificultades_variadas,neutral_es
Los empleados asistirán a una reunión de equipo,Habrá una reunión de equipo,omision,GPT-3.5_fewshot
Ellos pensaban que todo saldría bien,Pensaban que todo saldría bien,omision,guia_MX
Bienvenidos a la ayuda general del espacio Abierto al Público del Portal ABC,Bienvenida y bienvenido a la ayuda general del espacio Abierto al Público del Portal ABC,dificultades_variadas,neutral_es
Los lectores disfrutaron de la lectura de un buen libro.,El público lector disfrutó de la lectura de un buen libro.,plurales,GPT-3.5_CaDi
Los veterinarios cuidan de la salud de los animales.,El equipo veterinario cuida de la salud de los animales.,plural_complejo,GPT-3.5_fewshot
"“Se fomenta la asociatividad entre los creadores,
productores, gestores e intermediarios”","“Se fomenta la asociatividad entre personas
creadoras, productoras, gestoras e intermediarias”",persona_generica,guia_CL
Para avanzar en esta materia es preciso formar tanto a los funcionarios como a los formadores en un programa coherente de información y principios compartidos.,Para avanzar en esta materia es preciso formar tanto al personal funcionario como al personal docente en un programa coherente de información y principios compartidos.,dificultades_variadas,neutral_es
Se presentarán distintos cantantes del concurso,Se presentarán cantantes diferentes del concurso,parafrasis,GPT-3.5_fs_multiplication
"Por una orden , la directora del Departamento Central de Asuntos Internos advirtió al jefe de la brigada criminal de la policía de la oficina de asuntos internos del distrito de Medeu sobre lo inapropiado de su conducta y se cesó al director de la oficina de asuntos internos del distrito de Medeu.","Por una orden , la dirección del Departamento Central de Asuntos Internos advirtió al jefe de la brigada criminal de la policía de la oficina de asuntos internos del distrito de Medeu sobre lo inapropiado de su conducta y se cesó al director de la oficina de asuntos internos del distrito de Medeu.",dificultades_variadas,neutral_es
"los organizadores de los programas eran muy conscientes de que , para ser efectivos , era necesario acompañar la participación","la organización de los programas era muy consciente de que , para ser efectivos , era necesario acompañar la participación",dificultades_variadas,neutral_es
la mujer de Raquel es una fotógrafo fantástica y organiza eventos benéficos para su comunidad.,la mujer de Raquel es una fotógrafa fantástica y organiza eventos benéficos para su comunidad.,feminizar_profesiones,human_combinatory
la cuñada de Eva era una profesor bastante mala,la cuñada de Eva era una profesora bastante mala,feminizar_profesiones,human_combinatory
La deuda externa es una carga significativa para muchos países del tercer mundo,La deuda externa es una carga significativa para muchos países empobrecidos.,terminologia,GPT-3.5_fewshot
Saludos a todos los médicos en su día.,Saludos a médicas y médicos en su día.,plural_complejo,GPT-3.5_fewshot
la empleada doméstica ha terminado su trabajo por hoy,el servicio doméstico ha terminado su trabajo por hoy,dificultades_variadas,neutral_es
los estudiantes se integran en una amplia comunidad virtual en donde distintos servicios en línea están a su alcance para dar respuesta a sus necesidades.,el estudiantado se integra en una amplia comunidad virtual en donde distintos servicios en línea están a su alcance para dar respuesta a sus necesidades.,dificultades_variadas,neutral_es
"Lo dejaron claro en el adelanto lanzado hace unas semanas, Andaluce yorá, homenaje a los andaluces exiliados en clave flamenca y electrónica a partir de la poesía de Romero Esteo","Lo dejaron claro en el adelanto lanzado hace unas semanas, Andaluce yorá, homenaje a las personas andaluzas exiliados en clave flamenca y electrónica a partir de la poesía de Romero Esteo",culturas,human
Desde el inicio de su carrera  la prima de mi novia era muy buena director de marketing y ahora se dedica trabajar como diseñadora gráfica,Desde el inicio de su carrera  la prima de mi novia era muy buena directora de marketing y ahora se dedica trabajar como diseñadora gráfica,feminizar_profesiones,human_combinatory
"los organizadores de los programas sabían que , para ser efectivos , era necesario acompañar la participación","la organización de los programas sabía que , para ser efectivos , era necesario acompañar la participación",dificultades_variadas,neutral_es
el autor de este ensayo es Jane Austen,la autoría de este ensayo es Jane Austen,dificultades_variadas,neutral_es
La coja camina con dificultad debido a su discapacidad.,La persona con movilidad reducida camina con dificultad debido a su discapacidad.,terminologia,GPT-3.5_fs_multiplication
Desde muy temprano la hermana de mi amiga Ana era muy buena ejecutivo de ventas,Desde muy temprano la hermana de mi amiga Ana era muy buena ejecutiva de ventas,feminizar_profesiones,human_combinatory
Los nominados fueron anunciados para los premios de la academia.,Las personas nominadas fueron anunciadas para los premios de la academia.,plurales,GPT-3.5_CaDi
El acusado podrá ser declarado apto para el tratamiento si el médico lo determina.,La persona acusada podrá ser declarada apta para el tratamiento si el médico lo determina.,parafrasis,GPT-3.5_fewshot
Otro campo de acción importante fueron los hospitales públicos donde se trabaja con los enfermeros de manera estrecha,Otro campo de acción importante fueron los hospitales públicos donde se trabaja con el personal sanitario de manera estrecha,dificultades_variadas,neutral_es
Los teólogos estudian las doctrinas y creencias religiosas.,La teología estudia las doctrinas y creencias religiosas.,plurales,GPT-3.5_CaDi
Los perdedores aceptaron la derrota con dignidad y deportividad.,Las personas perdedoras y perdedores aceptaron la derrota con dignidad y deportividad.,plurales,GPT-3.5_CaDi
El desempleado necesita actualizar sus habilidades para ser más competitivo en el mercado laboral.,La persona en situación de desempleo necesita actualizar sus habilidades para ser más competitiva en el mercado laboral.,terminologia,GPT-3.5_fewshot
Se han quedado paradas en la carretera,Se han detenido en la carretera,dificultades_variadas,neutral_es
el autor de este ensayo es Rosalía de Castro,la autoría de este ensayo es Rosalía de Castro,dificultades_variadas,neutral_es
Los docentes Fernando y Javier impartirán la asignatura de Ciencias de la Tierra.,Los docentes Fernando y Javier impartirán la asignatura de Ciencias de la Tierra.,no_cambia,neutral_es
los equipos de trabajo funcionan únicamente como vehículo para que alguno pueda hacerse con el control o mantenerlo,los equipos de trabajo funcionan únicamente como vehículo para que cierta persona pueda hacerse con el control o mantenerlo,dificultades_variadas,neutral_es
Los fiscales presentaron pruebas contundentes en el juicio.,La fiscalía presentó pruebas contundentes en el juicio.,plurales,GPT-3.5_CaDi
Los formadores Alejandro y Manuel impartirán el temario de Educación Física.,Los formadores Alejandro y Manuel impartirán el temario de Educación Física.,no_cambia,neutral_es
Los científicos han desarrollado una vacuna efectiva contra una enfermedad mortal.,La comunidad científica ha desarrollado una vacuna efectiva contra una enfermedad mortal.,plurales,GPT-3.5_CaDi
Los alumnos participaron en la manifestación estudiantil.,El alumnado participó en la manifestación estudiantil.,plurales,GPT-3.5_fs_multiplication
Hemos aumentado el número de profesores admitidos,Hemos aumentado el número de profesorado admitido,dificultades_variadas,neutral_es
Las jefas Adriana Khan y María Khan establecieron las políticas de la compañía,Las jefas Adriana Khan y María Khan establecieron las políticas de la compañía,nombres_propios,GPT-3.5_fewshot
Ninguno tiene dudas,Nadie tiene dudas,dificultades_variadas,neutral_es
El documento debe ser firmado por la solicitante del permiso,El documento debe ser firmado por quien solicite el permiso,dificultades_variadas,neutral_es
Es importante solventar los problemas que presenta el equipo promotor añadiendo personal cualificado con un perfil diferente para compensar los errores pasados,Es importante solventar los problemas que presenta el equipo promotor añadiendo personal cualificado con un perfil diferente para compensar los errores pasados,no_cambia,neutral_es
Los diabéticos deben cuidar su dieta y seguir las indicaciones médicas.,Las personas con diabetes deben cuidar su dieta y seguir las indicaciones médicas.,plurales,GPT-3.5_CaDi
Las ciudadanas Juana Pérez y Mónica Torres ejercieron su derecho al voto,Las ciudadanas Juana Pérez y Mónica Torres ejercieron su derecho al voto,nombres_propios,GPT-3.5_fewshot
